Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
NDUFA1	1	0	0	0	5	0	0	0	0	6	6	6
NDUFA4	0	0	0	0	6	0	0	0	0	6	6	6
NEIL2	0	0	0	0	5	0	0	1	0	6	6	6
NENF	0	0	0	0	5	0	0	1	0	6	6	6
NEU1	0	0	0	0	6	0	0	0	0	6	6	6
NEURL2	0	0	0	0	5	1	0	0	0	6	6	6
NFYB	0	0	0	0	6	0	0	0	0	6	6	6
NIP7	0	0	0	0	6	0	0	0	0	6	6	6
NKX2-3	1	0	0	0	4	1	0	0	0	6	6	6
NKX2-4	0	0	0	0	6	0	0	0	0	6	6	6
NPBWR2	0	1	0	0	5	0	0	0	0	6	6	6
NPDC1	0	0	0	0	6	0	0	0	0	6	6	6
NPPA	0	0	0	0	6	0	0	0	0	6	6	6
NRN1L	0	0	0	0	6	0	0	0	0	6	6	6
NRSN1	0	0	0	0	6	0	0	0	0	6	6	6
NSL1	0	0	0	0	5	1	0	0	0	6	6	6
NUDT1	0	0	0	0	5	1	0	0	0	6	6	6
NUDT8	0	0	0	0	6	0	0	0	0	6	6	6
NXPH4	0	0	0	0	6	0	0	0	0	6	6	6
OCIAD2	1	0	0	0	3	1	0	1	0	6	6	6
OOSP2	0	1	0	0	4	1	0	0	0	6	6	6
OR10D3	0	0	0	0	6	0	0	0	0	6	6	6
ORC6	2	0	0	0	3	0	0	1	0	6	6	6
ORM2	0	0	0	0	6	0	0	0	0	6	6	6
PARD6A	1	0	1	0	4	0	0	0	0	6	6	6
PDE6D	0	0	0	0	5	1	0	0	0	6	6	6
PEA15	0	0	0	0	6	0	0	0	0	6	6	6
PET100	0	0	0	0	6	0	0	0	0	6	6	6
PFDN4	0	0	0	0	5	0	0	1	0	6	6	6
PFN2	0	0	0	0	2	3	0	1	0	6	6	6
PGA3	0	0	0	0	6	0	0	0	0	6	6	6
PGPEP1	0	0	0	0	6	0	0	0	0	6	6	6
PHAX	0	0	0	0	5	1	0	0	0	6	6	6
PIGP	0	0	0	0	6	0	0	0	0	6	6	6
PIH1D3	0	0	0	0	2	4	0	0	0	6	6	6
PIN1	0	0	0	0	5	0	0	1	0	6	6	6
PINX1	1	0	0	0	5	0	0	0	0	6	6	6
PMF1	0	0	0	0	5	1	0	0	0	6	6	6
POLE3	0	0	0	0	5	1	0	0	0	6	6	6
PPIL3	0	0	0	0	5	0	0	1	0	6	6	6
PPP1R27	0	0	0	0	6	0	0	0	0	6	6	6
PRDX5	0	0	0	0	6	0	0	0	0	6	6	6
PRH1	0	0	0	0	4	2	0	0	0	6	6	6
PRIMA1	0	0	0	0	6	0	0	0	0	6	6	6
PRKCDBP	0	0	0	0	6	0	0	0	0	6	6	6
PROK2	1	0	0	0	5	0	0	0	0	6	6	6
PRPH	0	0	0	0	6	0	0	0	0	6	6	6
PSMA6	1	0	0	0	3	1	0	1	0	6	6	6
PSMB10	0	0	0	0	6	0	0	0	0	6	6	6
PSMG3	0	0	0	0	6	0	0	0	0	6	6	6
PTGES2	0	0	0	0	6	0	0	0	0	6	6	6
PTMS	0	0	0	0	5	1	0	0	0	6	6	6
RAB29	0	0	0	0	6	0	0	0	0	6	6	6
RAB42	4	0	0	0	2	0	0	0	0	6	6	6
RAMP2	0	0	0	0	5	0	0	1	0	6	6	6
RAP2A	0	0	0	0	6	0	0	0	0	6	6	6
RASSF3	0	0	0	0	6	0	0	0	0	6	6	6
RBP5	0	0	0	0	5	1	0	0	0	6	6	6
RBPMS	0	0	0	0	6	0	0	0	0	6	6	6
RGS19	0	0	0	0	6	0	0	0	0	6	6	6
RHOXF1	0	0	0	0	6	0	0	0	0	6	6	6
RIPPLY3	2	0	0	0	3	1	0	0	0	6	6	6
RNF166	0	0	0	0	4	2	0	0	0	6	6	6
RNF185	0	0	0	0	6	0	0	0	0	6	6	6
RNF24	0	0	0	0	5	1	0	0	0	6	6	6
RP11-812E19.9	0	0	0	0	6	0	0	0	0	6	6	6
RPEL1	0	0	0	0	5	1	0	0	0	6	6	6
RPL31	0	0	0	0	6	0	0	0	0	6	6	6
RPL7A	0	0	0	0	6	0	0	0	0	6	6	6
RPS12	0	0	0	0	6	0	0	0	0	6	6	6
S100A5	0	0	0	0	4	0	0	1	1	6	6	6
SAA2	0	0	0	0	4	1	0	1	0	6	6	6
SAMD10	1	0	0	0	3	2	0	0	0	6	6	6
SARM1	0	0	0	0	6	0	0	0	0	6	6	6
SCN4B	0	0	0	0	5	1	0	0	0	6	6	6
SCRT1	0	0	0	0	6	0	0	0	0	6	6	6
SDHAF2	0	1	0	0	5	0	0	0	0	6	6	6
SERTAD1	1	0	0	0	5	0	0	0	0	6	6	6
SF3A2	0	0	0	0	6	0	0	0	0	6	6	6
SFT2D1	0	0	0	0	3	1	0	2	0	6	6	6
SIGLEC15	0	0	0	0	6	0	0	0	0	6	6	6
SIKE1	0	0	0	0	5	1	0	0	0	6	6	6
SIT1	0	0	0	0	6	0	0	0	0	6	6	6
SLA2	0	1	0	0	5	0	0	0	0	6	6	6
SLC39A1	1	0	0	0	4	1	0	0	0	6	6	6
SLIRP	0	0	0	0	5	1	0	0	0	6	6	6
SLMO2	0	0	0	0	5	1	0	0	0	6	6	6
SMCP	0	0	0	0	6	0	0	0	0	6	6	6
SMPX	1	0	0	0	4	1	0	0	0	6	6	6
SNRNP25	0	0	0	0	5	1	0	0	0	6	6	6
SNRPD1	0	0	0	0	6	0	0	0	0	6	6	6
SNTB2	0	0	0	0	5	1	0	0	0	6	6	6
SNX22	0	1	0	0	5	0	0	0	0	6	6	6
SOX4	0	1	0	0	5	0	0	0	0	6	6	6
SPAG11B	1	0	0	0	5	0	0	0	0	6	6	6
SPATA12	0	0	0	0	6	0	0	0	0	6	6	6
SPATA24	1	0	0	0	5	0	0	0	0	6	6	6
SPATA8	0	0	0	0	6	0	0	0	0	6	6	6
SPATC1L	0	0	0	0	6	0	0	0	0	6	6	6
SPCS1	1	0	0	0	4	0	0	1	0	6	6	6
SPI1	0	0	0	0	6	0	0	0	0	6	6	6
SPIN2B	0	0	0	0	5	1	0	0	0	6	6	6
SPINK4	0	0	0	0	4	1	0	1	0	6	6	6
SPRR2A	0	0	0	0	6	0	0	0	0	6	6	6
SPRR2D	0	0	0	0	6	0	0	0	0	6	6	6
SPRR2E	0	0	0	0	5	1	0	0	0	6	6	6
SPRR3	0	0	0	0	5	1	0	0	0	6	6	6
SPSB2	1	1	0	0	4	0	0	0	0	6	6	6
SRP9	0	0	0	0	3	2	0	0	1	6	6	6
SRSF1	0	0	0	0	5	1	0	0	0	6	6	6
SSX4	0	0	0	0	6	0	0	0	0	6	6	6
ST20	0	0	0	0	6	0	0	0	0	6	6	6
STARD3NL	0	0	0	0	4	2	0	0	0	6	6	6
STATH	0	0	0	0	5	1	0	0	0	6	6	6
STMN2	0	0	0	0	5	1	0	0	0	6	6	6
STOM	0	0	0	0	6	0	0	0	0	6	6	6
STX10	0	0	0	0	6	0	0	0	0	6	6	6
SWI5	0	0	0	0	5	0	0	0	1	6	6	6
TAC1	0	0	0	0	6	0	0	0	0	6	6	6
TCTEX1D2	1	0	0	0	4	1	0	0	0	6	6	6
TEX12	0	0	0	0	4	1	0	0	1	6	6	6
THAP11	0	0	0	0	6	0	0	0	0	6	6	6
THAP8	0	0	0	0	6	0	0	0	0	6	6	6
THTPA	0	0	0	0	5	1	0	0	0	6	6	6
TIFAB	0	0	0	0	5	1	0	0	0	6	6	6
TMED10	0	0	0	0	5	1	0	0	0	6	6	6
TMED3	0	0	0	0	5	1	0	0	0	6	6	6
TMEM102	0	0	0	0	6	0	0	0	0	6	6	6
TMEM128	0	0	0	0	6	0	0	0	0	6	6	6
TMEM129	0	0	0	0	6	0	0	0	0	6	6	6
TMEM14E	0	0	0	0	6	0	0	0	0	6	6	6
TMEM17	0	0	0	0	6	0	0	0	0	6	6	6
TMEM170B	2	0	0	0	4	0	0	0	0	6	6	6
TMEM211	0	0	0	0	6	0	0	0	0	6	6	6
TMEM222	0	0	0	0	5	0	0	1	0	6	6	6
TMEM230	0	0	0	0	5	0	0	1	0	6	6	6
TMEM247	1	0	0	0	4	0	0	1	0	6	6	6
TMEM248	0	0	0	0	6	0	0	0	0	6	6	6
TMEM254	0	0	0	0	6	0	0	0	0	6	6	6
TMEM86B	0	0	0	0	6	0	0	0	0	6	6	6
TMEM88	0	0	0	0	6	0	0	0	0	6	6	6
TNFSF12	0	0	0	0	6	0	0	0	0	6	6	6
TNNC1	0	0	0	0	6	0	0	0	0	6	6	6
TOMM22	0	0	0	0	6	0	0	0	0	6	6	6
TPD52L3	0	1	0	0	4	1	0	0	0	6	6	6
TRADD	0	0	0	0	6	0	0	0	0	6	6	6
TRAPPC2	0	0	0	0	6	0	0	0	0	6	6	6
TRAPPC4	0	0	0	0	6	0	0	0	0	6	6	6
TRAPPC5	0	0	1	0	5	0	0	0	0	6	6	6
TRAV20	0	0	0	0	5	0	0	1	0	6	6	6
TRAV26-1	0	0	0	0	5	1	0	0	0	6	6	6
TRAV4	0	0	0	0	5	1	0	0	0	6	6	6
TRAV8-1	0	0	0	0	6	0	0	0	0	6	6	6
TRAV8-3	0	0	0	0	5	1	0	0	0	6	6	6
TRBV2	0	0	0	0	5	0	0	0	1	6	6	6
TRBV28	0	0	0	0	6	0	0	0	0	6	6	6
TRBV6-1	0	0	0	0	6	0	0	0	0	6	6	6
TRGV5	0	0	0	0	5	1	0	0	0	6	6	6
TRIM39-RPP21	0	0	0	0	6	0	0	0	0	6	6	6
TRIM73	0	0	0	0	5	0	0	1	0	6	6	6
TSACC	0	1	0	0	5	0	0	0	0	6	6	6
TSLP	0	1	0	0	5	0	0	0	0	6	6	6
TSPAN3	0	0	0	0	5	1	0	0	0	6	6	6
TTC32	0	1	0	0	5	0	0	0	0	6	6	6
TTC9	2	0	0	0	4	0	0	0	0	6	6	6
TTC9C	0	0	0	0	5	1	0	0	0	6	6	6
TWIST2	0	0	0	0	6	0	0	0	0	6	6	6
UBE2D3	0	0	0	0	6	0	0	0	0	6	6	6
UBE2I	0	0	0	0	6	0	0	0	0	6	6	6
UBE2M	0	0	0	0	5	1	0	0	0	6	6	6
UBXN2A	0	0	0	0	6	0	0	0	0	6	6	6
VAMP3	0	0	0	1	5	0	0	0	0	6	6	6
VAMP5	0	0	0	0	6	0	0	0	0	6	6	6
VASN	0	0	0	0	6	0	0	0	0	6	6	6
VAT1	0	0	0	0	6	0	0	0	0	6	6	6
VCPKMT	0	2	0	0	4	0	0	0	0	6	6	6
VMO1	0	0	0	0	5	1	0	0	0	6	6	6
VPS28	0	0	0	0	5	0	0	1	0	6	6	6
VSTM5	0	0	0	0	5	0	0	1	0	6	6	6
WBP2	0	0	0	0	6	0	0	0	0	6	6	6
WFDC10A	0	0	0	0	6	0	0	0	0	6	6	6
WFDC12	0	0	0	0	6	0	0	0	0	6	6	6
WNT1	0	1	0	0	5	0	0	0	0	6	6	6
YBEY	0	0	0	0	5	0	0	1	0	6	6	6
YRDC	0	0	0	0	6	0	0	0	0	6	6	6
ZAR1	0	0	0	0	5	0	0	1	0	6	6	6
ZBED6CL	1	0	0	0	5	0	0	0	0	6	6	6
ZC2HC1B	1	0	0	0	4	0	0	1	0	6	6	6
ZDHHC3	1	1	0	0	4	0	0	0	0	6	6	6
ZMYND19	0	3	0	0	3	0	0	0	0	6	6	6
ZNF511	0	0	0	0	6	0	0	0	0	6	6	6
ZNF579	2	0	0	0	4	0	0	0	0	6	6	6
ZNF784	0	0	0	0	6	0	0	0	0	6	6	6
SRPRB	0	0	0	0	8	1	0	1	0	10	5	5
LRRC59	0	0	0	0	9	0	0	0	0	9	5	5
PABPN1	0	0	0	0	6	0	0	2	0	8	5	5
TLDC2	0	0	0	0	7	1	0	0	0	8	5	5
ARX	0	0	0	0	7	0	0	0	0	7	5	5
CD300LD	0	0	0	0	6	0	1	0	0	7	5	5
CDCA3	0	0	0	0	6	1	0	0	0	7	5	5
CDKN2A	0	1	0	0	5	0	0	1	0	7	5	5
CDV3	0	0	0	0	5	2	0	0	0	7	5	5
CXCL10	0	1	0	0	6	0	0	0	0	7	5	5
FABP12	0	0	0	0	5	2	0	0	0	7	5	5
HEXIM1	0	0	0	0	6	1	0	0	0	7	5	5
ITPA	0	0	0	0	7	0	0	0	0	7	5	5
L3HYPDH	0	0	0	0	6	0	0	1	0	7	5	5
NRM	0	0	0	0	7	0	0	0	0	7	5	5
SAP30BP	0	1	0	0	2	3	1	0	0	7	5	5
SPANXN4	0	0	0	0	5	2	0	0	0	7	5	5
STK19	0	0	0	0	7	0	0	0	0	7	5	5
SUB1	0	0	0	0	7	0	0	0	0	7	5	5
TBCB	0	0	0	0	7	0	0	0	0	7	5	5
AIP	0	0	0	0	6	0	0	0	0	6	5	5
ANKRD66	0	0	0	0	6	0	0	0	0	6	5	5
ANXA8L1	0	0	0	0	5	1	0	0	0	6	5	5
APH1B	0	0	0	0	6	0	0	0	0	6	5	5
ARL5B	0	0	0	0	4	2	0	0	0	6	5	5
ASCL1	0	0	0	0	6	0	0	0	0	6	5	5
ATP6V1G2	0	0	0	0	5	1	0	0	0	6	5	5
BTF3L4	2	0	0	0	4	0	0	0	0	6	5	5
C17orf107	0	0	0	0	5	1	0	0	0	6	5	5
C20orf27	0	0	0	0	6	0	0	0	0	6	5	5
C2CD4D	0	1	0	0	4	1	0	0	0	6	5	5
C9orf47	0	0	0	0	4	2	0	0	0	6	5	5
CALML5	0	0	0	0	6	0	0	0	0	6	5	5
CEMP1	0	0	0	0	6	0	0	0	0	6	5	5
CHMP1B	0	0	0	0	6	0	0	0	0	6	5	5
CISD1	0	0	0	0	6	0	0	0	0	6	5	5
CNPY2	0	0	0	0	5	0	1	0	0	6	5	5
COX7B2	0	0	0	0	5	1	0	0	0	6	5	5
CST8	0	0	0	0	6	0	0	0	0	6	5	5
CTDSP2	0	0	0	0	6	0	0	0	0	6	5	5
CTSB	0	0	0	0	6	0	0	0	0	6	5	5
DBNDD1	0	0	0	0	6	0	0	0	0	6	5	5
DDA1	0	0	0	0	4	2	0	0	0	6	5	5
DEFB119	0	0	0	0	5	1	0	0	0	6	5	5
DUSP2	0	0	0	0	6	0	0	0	0	6	5	5
EMP3	0	0	0	0	6	0	0	0	0	6	5	5
FABP5	0	0	0	0	4	1	1	0	0	6	5	5
FAM127B	0	0	0	0	6	0	0	0	0	6	5	5
FAM174A	0	0	0	0	5	1	0	0	0	6	5	5
FAM183A	0	0	0	0	6	0	0	0	0	6	5	5
FAM25A	0	0	0	0	5	0	0	0	1	6	5	5
FAM53A	0	0	0	0	6	0	0	0	0	6	5	5
FGF2	0	0	0	0	5	0	0	1	0	6	5	5
GABARAP	0	0	0	0	6	0	0	0	0	6	5	5
GREM1	0	0	0	0	5	1	0	0	0	6	5	5
HIST1H2BF	0	0	1	0	4	0	0	0	1	6	5	5
HIST1H2BN	0	0	0	0	5	0	0	1	0	6	5	5
HIST1H3B	0	1	0	0	5	0	0	0	0	6	5	5
HLA-DQB1	0	0	0	0	5	1	0	0	0	6	5	5
HNRNPA0	0	0	0	0	4	1	0	0	1	6	5	5
HNRNPA1L2	0	0	0	0	6	0	0	0	0	6	5	5
HOXB8	0	0	0	0	6	0	0	0	0	6	5	5
IFITM10	0	0	0	0	6	0	0	0	0	6	5	5
IGKV3-15	0	0	0	0	6	0	0	0	0	6	5	5
IGLV2-18	0	0	0	0	6	0	0	0	0	6	5	5
IGLV7-43	0	0	0	0	6	0	0	0	0	6	5	5
IL17C	0	0	0	0	6	0	0	0	0	6	5	5
INSIG1	0	0	0	0	5	0	0	1	0	6	5	5
IZUMO1R	0	0	0	0	6	0	0	0	0	6	5	5
KRTAP4-1	0	0	0	0	6	0	0	0	0	6	5	5
KRTAP4-5	0	0	0	0	4	2	0	0	0	6	5	5
LCN10	0	0	0	0	6	0	0	0	0	6	5	5
LMO3	0	0	0	0	6	0	0	0	0	6	5	5
MAP1LC3B2	0	0	0	0	6	0	0	0	0	6	5	5
MOGAT1	0	1	0	0	3	2	0	0	0	6	5	5
MRAP	0	0	0	0	5	1	0	0	0	6	5	5
MRPL55	0	0	0	0	5	1	0	0	0	6	5	5
MTPN	0	0	0	0	6	0	0	0	0	6	5	5
MVB12B	0	0	0	0	6	0	0	0	0	6	5	5
MYCBP	0	0	0	0	4	1	0	1	0	6	5	5
NDP	0	0	0	0	5	1	0	0	0	6	5	5
NHLRC4	1	0	0	0	5	0	0	0	0	6	5	5
NICN1	0	0	0	0	6	0	0	0	0	6	5	5
NKX2-5	0	0	0	0	5	1	0	0	0	6	5	5
NPM1	0	0	0	0	5	0	0	1	0	6	5	5
PAFAH1B3	0	0	0	0	3	2	0	1	0	6	5	5
PATE4	0	0	0	0	4	1	0	1	0	6	5	5
POU3F1	0	0	0	0	5	1	0	0	0	6	5	5
PPCDC	0	0	0	0	6	0	0	0	0	6	5	5
PRAMEF7	0	0	0	0	6	0	0	0	0	6	5	5
PRAP1	0	0	0	0	6	0	0	0	0	6	5	5
PTCRA	0	0	0	0	6	0	0	0	0	6	5	5
RAB33B	0	0	0	0	6	0	0	0	0	6	5	5
RBP4	0	0	0	0	5	1	0	0	0	6	5	5
RNF11	0	0	0	0	5	1	0	0	0	6	5	5
RPS5	0	0	0	0	6	0	0	0	0	6	5	5
RRAD	0	0	0	0	6	0	0	0	0	6	5	5
SAP18	0	0	0	0	5	0	1	0	0	6	5	5
SCGB1D1	0	0	0	0	6	0	0	0	0	6	5	5
SERTAD3	0	0	0	0	5	1	0	0	0	6	5	5
SH2D1B	0	0	0	0	6	0	0	0	0	6	5	5
SIGMAR1	0	0	0	0	6	0	0	0	0	6	5	5
SNRPB	0	0	0	0	6	0	0	0	0	6	5	5
SNRPD2	0	0	0	0	6	0	0	0	0	6	5	5
SNX11	1	0	0	0	4	0	0	1	0	6	5	5
SPATA25	0	0	0	0	6	0	0	0	0	6	5	5
TBPL1	0	0	0	0	6	0	0	0	0	6	5	5
TM2D1	0	0	0	0	6	0	0	0	0	6	5	5
TM2D2	0	0	0	0	5	1	0	0	0	6	5	5
TMEM116	0	0	0	0	6	0	0	0	0	6	5	5
TMEM208	0	0	0	0	6	0	0	0	0	6	5	5
TMEM213	0	0	0	0	6	0	0	0	0	6	5	5
TMUB1	0	0	0	0	6	0	0	0	0	6	5	5
TOMM40L	0	0	0	0	6	0	0	0	0	6	5	5
TRAPPC6A	0	0	0	0	5	0	0	1	0	6	5	5
TRAV1-1	0	0	0	0	6	0	0	0	0	6	5	5
TRAV5	0	0	0	0	5	1	0	0	0	6	5	5
TRDV1	0	1	0	0	5	0	0	0	0	6	5	5
TRIM14	0	0	0	0	6	0	0	0	0	6	5	5
TRMT61A	0	0	0	0	6	0	0	0	0	6	5	5
TSPAN4	0	0	0	0	6	0	0	0	0	6	5	5
TTR	0	0	0	0	5	0	0	1	0	6	5	5
TUBB	0	0	0	0	6	0	0	0	0	6	5	5
UBE2B	0	0	0	0	4	2	0	0	0	6	5	5
UCP3	0	1	0	0	5	0	0	0	0	6	5	5
XCL1	0	1	0	0	5	0	0	0	0	6	5	5
XCL2	0	0	0	0	5	1	0	0	0	6	5	5
YPEL4	0	0	0	0	5	0	0	1	0	6	5	5
YWHAZ	0	0	0	0	6	0	0	0	0	6	5	5
ZNF664	0	0	0	0	6	0	0	0	0	6	5	5
AC104809.3	0	0	0	0	5	0	0	0	0	5	5	5
ACYP1	0	1	0	0	3	1	0	0	0	5	5	5
ADM	0	2	0	0	3	0	0	0	0	5	5	5
AKIP1	1	0	0	0	3	0	1	0	0	5	5	5
ALKBH7	0	0	0	0	5	0	0	0	0	5	5	5
AMTN	0	0	0	0	5	0	0	0	0	5	5	5
AMY1A	0	0	0	0	5	0	0	0	0	5	5	5
ANKRD65	0	0	0	0	5	0	0	0	0	5	5	5
ANXA2R	0	0	0	0	5	0	0	0	0	5	5	5
AP2S1	0	0	0	0	4	0	0	1	0	5	5	5
AP4S1	0	0	0	0	5	0	0	0	0	5	5	5
AP5S1	0	0	0	0	5	0	0	0	0	5	5	5
APELA	1	0	0	0	4	0	0	0	0	5	5	5
APOBEC3A	0	0	0	0	5	0	0	0	0	5	5	5
ARL2BP	0	0	0	0	1	1	0	3	0	5	5	5
ARPP19	0	0	0	0	4	0	0	1	0	5	5	5
ASCL3	0	0	0	0	5	0	0	0	0	5	5	5
ATG101	0	0	0	0	5	0	0	0	0	5	5	5
ATP5H	0	0	0	0	5	0	0	0	0	5	5	5
ATP5I	0	0	0	0	4	1	0	0	0	5	5	5
ATP6V0B	0	0	0	0	5	0	0	0	0	5	5	5
ATP6V0E2	0	0	0	0	5	0	0	0	0	5	5	5
B9D2	0	0	0	0	4	0	0	1	0	5	5	5
BASP1	0	0	0	0	5	0	0	0	0	5	5	5
BBC3	1	0	0	0	4	0	0	0	0	5	5	5
BEX2	0	0	0	0	4	1	0	0	0	5	5	5
BHLHE41	0	0	0	0	5	0	0	0	0	5	5	5
BLCAP	0	0	0	0	5	0	0	0	0	5	5	5
BOD1	0	0	0	0	4	1	0	0	0	5	5	5
BOK	0	1	0	0	4	0	0	0	0	5	5	5
BRI3BP	0	0	0	0	5	0	0	0	0	5	5	5
C10orf10	0	0	0	0	5	0	0	0	0	5	5	5
C11orf1	0	0	0	0	4	1	0	0	0	5	5	5
C11orf31	0	0	0	0	5	0	0	0	0	5	5	5
C11orf94	1	0	0	0	4	0	0	0	0	5	5	5
C14orf1	0	0	0	0	4	1	0	0	0	5	5	5
C14orf178	0	0	0	0	5	0	0	0	0	5	5	5
C15orf57	0	0	0	0	4	0	0	0	1	5	5	5
C16orf86	0	0	0	0	5	0	0	0	0	5	5	5
C1QL1	0	0	0	0	4	1	0	0	0	5	5	5
C1QTNF8	0	0	0	0	4	0	0	1	0	5	5	5
C1orf204	0	0	0	0	3	1	0	1	0	5	5	5
C1orf64	0	0	0	0	5	0	0	0	0	5	5	5
C22orf39	0	0	0	0	5	0	0	0	0	5	5	5
C4orf36	0	0	0	0	3	2	0	0	0	5	5	5
C5orf46	0	0	0	0	5	0	0	0	0	5	5	5
C6orf106	0	0	0	0	5	0	0	0	0	5	5	5
C7orf50	2	0	0	0	3	0	0	0	0	5	5	5
C8G	0	0	0	0	4	1	0	0	0	5	5	5
C9orf142	1	0	0	0	4	0	0	0	0	5	5	5
C9orf66	0	1	0	0	4	0	0	0	0	5	5	5
CCDC115	0	0	0	0	4	1	0	0	0	5	5	5
CCL16	0	0	0	0	5	0	0	0	0	5	5	5
CFD	0	0	0	0	5	0	0	0	0	5	5	5
CFL1	0	0	0	0	5	0	0	0	0	5	5	5
CGB1	0	0	0	0	5	0	0	0	0	5	5	5
CGB2	1	0	0	0	4	0	0	0	0	5	5	5
CGB5	1	0	0	0	4	0	0	0	0	5	5	5
CGB7	0	0	0	0	5	0	0	0	0	5	5	5
CH25H	0	0	0	0	5	0	0	0	0	5	5	5
CHCHD7	0	0	0	0	4	0	0	1	0	5	5	5
CHMP6	0	0	0	0	4	0	0	1	0	5	5	5
CIDEB	0	0	0	0	5	0	0	0	0	5	5	5
CISD2	0	0	0	0	5	0	0	0	0	5	5	5
CITED2	1	0	0	0	4	0	0	0	0	5	5	5
CKB	0	0	0	0	5	0	0	0	0	5	5	5
CLEC18C	0	0	0	0	5	0	0	0	0	5	5	5
CLEC6A	0	0	0	0	4	0	0	1	0	5	5	5
CLPP	0	0	0	0	5	0	0	0	0	5	5	5
CMC2	0	0	0	0	5	0	0	0	0	5	5	5
CMC4	0	0	0	0	4	0	0	1	0	5	5	5
COMMD6	0	0	0	0	5	0	0	0	0	5	5	5
COMT	0	0	0	0	5	0	0	0	0	5	5	5
COPE	0	0	0	0	5	0	0	0	0	5	5	5
COX18	1	0	0	0	3	1	0	0	0	5	5	5
COX5B	0	0	0	0	5	0	0	0	0	5	5	5
CPSF4L	1	1	0	0	3	0	0	0	0	5	5	5
CPTP	0	0	0	0	5	0	0	0	0	5	5	5
CRIP3	0	0	0	0	5	0	0	0	0	5	5	5
CRISP2	0	0	0	0	5	0	0	0	0	5	5	5
CSF2	0	0	0	0	4	1	0	0	0	5	5	5
CT62	0	0	0	0	5	0	0	0	0	5	5	5
CTXN2	0	0	0	0	4	1	0	0	0	5	5	5
CUTA	0	0	0	0	5	0	0	0	0	5	5	5
CXCL14	0	0	0	0	3	1	1	0	0	5	5	5
CYSTM1	0	0	0	0	4	0	0	1	0	5	5	5
DACT3	0	0	0	0	4	0	0	1	0	5	5	5
DAND5	0	0	0	0	5	0	0	0	0	5	5	5
DCD	0	0	0	0	5	0	0	0	0	5	5	5
DDIT3	0	0	0	0	5	0	0	0	0	5	5	5
DEDD	0	0	0	0	5	0	0	0	0	5	5	5
DEFB110	1	0	0	0	3	0	0	0	1	5	5	5
DEFB112	0	0	0	0	2	3	0	0	0	5	5	5
DEFB131	0	0	0	0	5	0	0	0	0	5	5	5
DHRS4	0	0	0	0	5	0	0	0	0	5	5	5
DIABLO	0	0	0	0	4	1	0	0	0	5	5	5
DLEU7	0	0	0	0	5	0	0	0	0	5	5	5
DLX6	1	1	0	0	3	0	0	0	0	5	5	5
DNAJC19	1	0	0	0	3	1	0	0	0	5	5	5
DNAJC8	0	0	0	0	3	2	0	0	0	5	5	5
DNASE1L2	0	0	0	0	5	0	0	0	0	5	5	5
DSCR4	0	0	0	0	5	0	0	0	0	5	5	5
DUT	0	0	0	0	5	0	0	0	0	5	5	5
DXO	0	0	0	0	5	0	0	0	0	5	5	5
DYNLL2	0	0	0	0	5	0	0	0	0	5	5	5
EBI3	0	0	0	0	5	0	0	0	0	5	5	5
ECSCR	1	0	0	0	3	1	0	0	0	5	5	5
EDDM3B	0	0	0	0	3	2	0	0	0	5	5	5
EFNA3	0	0	0	0	4	1	0	0	0	5	5	5
EIF1AD	0	0	0	0	5	0	0	0	0	5	5	5
EIF5AL1	0	0	0	0	4	1	0	0	0	5	5	5
EMC4	0	0	0	0	5	0	0	0	0	5	5	5
ENHO	0	1	0	0	4	0	0	0	0	5	5	5
EPGN	0	0	0	0	5	0	0	0	0	5	5	5
ESRRA	0	0	0	0	3	2	0	0	0	5	5	5
ETHE1	0	0	0	0	4	0	0	1	0	5	5	5
EXOSC3	0	0	0	0	4	1	0	0	0	5	5	5
EXOSC5	0	0	0	0	5	0	0	0	0	5	5	5
FAM109B	0	0	0	0	5	0	0	0	0	5	5	5
FAM127A	0	0	0	0	4	1	0	0	0	5	5	5
FAM163B	1	0	1	0	3	0	0	0	0	5	5	5
FAM180A	0	0	0	0	5	0	0	0	0	5	5	5
FAM206A	0	0	0	0	5	0	0	0	0	5	5	5
FAM219A	3	0	0	0	2	0	0	0	0	5	5	5
FAM25C	0	0	0	0	5	0	0	0	0	5	5	5
FAM57B	1	0	0	0	4	0	0	0	0	5	5	5
FAM86B2	0	0	0	0	5	0	0	0	0	5	5	5
FAM89A	0	0	0	0	5	0	0	0	0	5	5	5
FBXL22	1	0	0	0	4	0	0	0	0	5	5	5
FBXL6	0	0	0	0	5	0	0	0	0	5	5	5
FGF16	0	0	0	0	4	1	0	0	0	5	5	5
FLYWCH2	0	0	0	0	5	0	0	0	0	5	5	5
FOXD1	0	0	0	0	5	0	0	0	0	5	5	5
FOXE1	0	0	0	0	5	0	0	0	0	5	5	5
FUT7	0	0	0	0	5	0	0	0	0	5	5	5
GADD45A	0	0	0	0	4	0	0	1	0	5	5	5
GALR3	0	0	0	0	5	0	0	0	0	5	5	5
GET4	0	0	0	0	5	0	0	0	0	5	5	5
GLO1	1	0	0	0	4	0	0	0	0	5	5	5
